doc_id,section,market,filer_name,cat,gold,auto,labels
S100YJPO,報酬,スタンダード,京都機械工具株式会社,財務比率,0,0,売上高
S100YJPO,報酬,スタンダード,京都機械工具株式会社,非財務指標,0,0,売上高
S100YJPO,報酬,スタンダード,京都機械工具株式会社,株価関連指標,0,0,売上高
S100YJPO,方針,スタンダード,京都機械工具株式会社,会計数字,1,1,"ESG,PBR,ROE,サステナビリティ,営業利益率,売上高,脱炭素/温室効果ガス"
S100YJPO,方針,スタンダード,京都機械工具株式会社,財務比率,1,1,"ESG,PBR,ROE,サステナビリティ,営業利益率,売上高,脱炭素/温室効果ガス"
S100YJPO,方針,スタンダード,京都機械工具株式会社,非財務指標,0,1,"ESG,PBR,ROE,サステナビリティ,営業利益率,売上高,脱炭素/温室効果ガス"
S100YJPO,方針,スタンダード,京都機械工具株式会社,株価関連指標,1,1,"ESG,PBR,ROE,サステナビリティ,営業利益率,売上高,脱炭素/温室効果ガス"
S100WL9D,報酬,スタンダード,室町ケミカル株式会社,会計数字,1,1,"ROE,営業利益"
S100WL9D,報酬,スタンダード,室町ケミカル株式会社,財務比率,1,1,"ROE,営業利益"
S100WL9D,報酬,スタンダード,室町ケミカル株式会社,非財務指標,0,0,"ROE,営業利益"
S100WL9D,報酬,スタンダード,室町ケミカル株式会社,株価関連指標,0,0,"ROE,営業利益"
S100WL9D,方針,スタンダード,室町ケミカル株式会社,会計数字,1,1,"EBITDA,ROE,エンゲージメント,営業利益,営業利益率,売上高,自己資本比率,配当性向"
S100WL9D,方針,スタンダード,室町ケミカル株式会社,財務比率,1,1,"EBITDA,ROE,エンゲージメント,営業利益,営業利益率,売上高,自己資本比率,配当性向"
S100WL9D,方針,スタンダード,室町ケミカル株式会社,非財務指標,0,1,"EBITDA,ROE,エンゲージメント,営業利益,営業利益率,売上高,自己資本比率,配当性向"
S100WL9D,方針,スタンダード,室町ケミカル株式会社,株価関連指標,1,1,"EBITDA,ROE,エンゲージメント,営業利益,営業利益率,売上高,自己資本比率,配当性向"
S100WK81,報酬,スタンダード,日本オラクル株式会社,会計数字,1,1,営業利益
S100WK81,報酬,スタンダード,日本オラクル株式会社,財務比率,0,0,営業利益
S100WK81,報酬,スタンダード,日本オラクル株式会社,非財務指標,0,0,営業利益
S100WK81,報酬,スタンダード,日本オラクル株式会社,株価関連指標,0,0,営業利益
S100WK81,方針,スタンダード,日本オラクル株式会社,会計数字,1,1,"EPS,営業利益,売上高"
S100WK81,方針,スタンダード,日本オラクル株式会社,財務比率,0,0,"EPS,営業利益,売上高"
S100WK81,方針,スタンダード,日本オラクル株式会社,非財務指標,0,0,"EPS,営業利益,売上高"
S100WK81,方針,スタンダード,日本オラクル株式会社,株価関連指標,0,0,"EPS,営業利益,売上高"
S100YFPM,報酬,スタンダード,日本興業株式会社,会計数字,1,1,"売上高,経常利益"
S100YFPM,報酬,スタンダード,日本興業株式会社,財務比率,0,0,"売上高,経常利益"
S100YFPM,報酬,スタンダード,日本興業株式会社,非財務指標,0,0,"売上高,経常利益"
S100YFPM,報酬,スタンダード,日本興業株式会社,株価関連指標,0,0,"売上高,経常利益"
S100YFPM,方針,スタンダード,日本興業株式会社,会計数字,0,0,"ESG,PBR,ROE,サステナビリティ,株主還元率,配当性向"
S100YFPM,方針,スタンダード,日本興業株式会社,財務比率,1,1,"ESG,PBR,ROE,サステナビリティ,株主還元率,配当性向"
S100YFPM,方針,スタンダード,日本興業株式会社,非財務指標,1,1,"ESG,PBR,ROE,サステナビリティ,株主還元率,配当性向"
S100YFPM,方針,スタンダード,日本興業株式会社,株価関連指標,1,1,"ESG,PBR,ROE,サステナビリティ,株主還元率,配当性向"
S100YHWG,報酬,スタンダード,日本電子材料株式会社,会計数字,0,0,経常利益率
S100YHWG,報酬,スタンダード,日本電子材料株式会社,財務比率,1,1,経常利益率
S100YHWG,報酬,スタンダード,日本電子材料株式会社,非財務指標,0,0,経常利益率
S100YHWG,報酬,スタンダード,日本電子材料株式会社,株価関連指標,0,0,経常利益率
S100YHWG,方針,スタンダード,日本電子材料株式会社,会計数字,1,1,"ESG,ROE,サステナビリティ,利益率,売上高,経常利益,経常利益率"
S100YHWG,方針,スタンダード,日本電子材料株式会社,財務比率,1,1,"ESG,ROE,サステナビリティ,利益率,売上高,経常利益,経常利益率"
S100YHWG,方針,スタンダード,日本電子材料株式会社,非財務指標,0,1,"ESG,ROE,サステナビリティ,利益率,売上高,経常利益,経常利益率"
S100YHWG,方針,スタンダード,日本電子材料株式会社,株価関連指標,0,0,"ESG,ROE,サステナビリティ,利益率,売上高,経常利益,経常利益率"
S100YHT5,報酬,スタンダード,旭情報サービス株式会社,会計数字,1,1,経常利益
S100YHT5,報酬,スタンダード,旭情報サービス株式会社,財務比率,0,0,経常利益
S100YHT5,報酬,スタンダード,旭情報サービス株式会社,非財務指標,0,0,経常利益
S100YHT5,報酬,スタンダード,旭情報サービス株式会社,株価関連指標,0,0,経常利益
S100YHT5,方針,スタンダード,旭情報サービス株式会社,会計数字,1,1,"エンゲージメント,サステナビリティ,リスクマネジメント,営業利益,売上高,配当性向"
S100YHT5,方針,スタンダード,旭情報サービス株式会社,財務比率,0,0,"エンゲージメント,サステナビリティ,リスクマネジメント,営業利益,売上高,配当性向"
S100YHT5,方針,スタンダード,旭情報サービス株式会社,非財務指標,0,1,"エンゲージメント,サステナビリティ,リスクマネジメント,営業利益,売上高,配当性向"
S100YHT5,方針,スタンダード,旭情報サービス株式会社,株価関連指標,1,1,"エンゲージメント,サステナビリティ,リスクマネジメント,営業利益,売上高,配当性向"
S100XSQ8,報酬,スタンダード,木徳神糧株式会社,会計数字,1,1,営業利益
S100XSQ8,報酬,スタンダード,木徳神糧株式会社,財務比率,0,0,営業利益
S100XSQ8,報酬,スタンダード,木徳神糧株式会社,非財務指標,0,0,営業利益
S100XSQ8,報酬,スタンダード,木徳神糧株式会社,株価関連指標,0,0,営業利益
S100XSQ8,方針,スタンダード,木徳神糧株式会社,会計数字,0,0,"DOE,ROE,サステナビリティ,営業利益率,当期純利益率"
S100XSQ8,方針,スタンダード,木徳神糧株式会社,財務比率,1,1,"DOE,ROE,サステナビリティ,営業利益率,当期純利益率"
S100XSQ8,方針,スタンダード,木徳神糧株式会社,非財務指標,0,1,"DOE,ROE,サステナビリティ,営業利益率,当期純利益率"
S100XSQ8,方針,スタンダード,木徳神糧株式会社,株価関連指標,1,1,"DOE,ROE,サステナビリティ,営業利益率,当期純利益率"
S100YKHR,報酬,スタンダード,東洋シヤッター株式会社,会計数字,1,1,"ROE,営業利益"
S100YKHR,報酬,スタンダード,東洋シヤッター株式会社,財務比率,1,1,"ROE,営業利益"
S100YKHR,報酬,スタンダード,東洋シヤッター株式会社,非財務指標,1,0,"ROE,営業利益"
S100YKHR,報酬,スタンダード,東洋シヤッター株式会社,株価関連指標,0,0,"ROE,営業利益"
S100YKHR,方針,スタンダード,東洋シヤッター株式会社,会計数字,1,1,"PBR,PER,ROE,エンゲージメント,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス,配当性向"
S100YKHR,方針,スタンダード,東洋シヤッター株式会社,財務比率,1,1,"PBR,PER,ROE,エンゲージメント,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス,配当性向"
S100YKHR,方針,スタンダード,東洋シヤッター株式会社,非財務指標,1,1,"PBR,PER,ROE,エンゲージメント,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス,配当性向"
S100YKHR,方針,スタンダード,東洋シヤッター株式会社,株価関連指標,1,1,"PBR,PER,ROE,エンゲージメント,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス,配当性向"
S100WLXE,報酬,スタンダード,東海ソフト株式会社,会計数字,1,1,"ROE,営業利益"
S100WLXE,報酬,スタンダード,東海ソフト株式会社,財務比率,1,1,"ROE,営業利益"
S100WLXE,報酬,スタンダード,東海ソフト株式会社,非財務指標,0,0,"ROE,営業利益"
S100WLXE,報酬,スタンダード,東海ソフト株式会社,株価関連指標,0,0,"ROE,営業利益"
S100WLXE,方針,スタンダード,東海ソフト株式会社,会計数字,0,1,"ROE,SDGs,サステナビリティ,営業利益,営業利益率,当期純利益率"
S100WLXE,方針,スタンダード,東海ソフト株式会社,財務比率,1,1,"ROE,SDGs,サステナビリティ,営業利益,営業利益率,当期純利益率"
S100WLXE,方針,スタンダード,東海ソフト株式会社,非財務指標,0,1,"ROE,SDGs,サステナビリティ,営業利益,営業利益率,当期純利益率"
S100WLXE,方針,スタンダード,東海ソフト株式会社,株価関連指標,0,0,"ROE,SDGs,サステナビリティ,営業利益,営業利益率,当期純利益率"
S100YGU8,報酬,スタンダード,東邦化学工業株式会社,会計数字,1,1,"ROE,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,報酬,スタンダード,東邦化学工業株式会社,財務比率,1,1,"ROE,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,報酬,スタンダード,東邦化学工業株式会社,非財務指標,0,0,"ROE,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,報酬,スタンダード,東邦化学工業株式会社,株価関連指標,0,0,"ROE,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,方針,スタンダード,東邦化学工業株式会社,会計数字,1,1,"ESG外部評価,PBR,ROE,サステナビリティ,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,方針,スタンダード,東邦化学工業株式会社,財務比率,1,1,"ESG外部評価,PBR,ROE,サステナビリティ,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,方針,スタンダード,東邦化学工業株式会社,非財務指標,0,1,"ESG外部評価,PBR,ROE,サステナビリティ,営業利益,営業利益率,売上高,自己資本比率"
S100YGU8,方針,スタンダード,東邦化学工業株式会社,株価関連指標,1,1,"ESG外部評価,PBR,ROE,サステナビリティ,営業利益,営業利益率,売上高,自己資本比率"
S100YFUZ,報酬,スタンダード,株式会社　富山銀行,会計数字,1,1,経常利益
S100YFUZ,報酬,スタンダード,株式会社　富山銀行,財務比率,0,0,経常利益
S100YFUZ,報酬,スタンダード,株式会社　富山銀行,非財務指標,0,0,経常利益
S100YFUZ,報酬,スタンダード,株式会社　富山銀行,株価関連指標,0,0,経常利益
S100YFUZ,方針,スタンダード,株式会社　富山銀行,会計数字,0,1,"コア業務純益,当期純利益"
S100YFUZ,方針,スタンダード,株式会社　富山銀行,財務比率,0,0,"コア業務純益,当期純利益"
S100YFUZ,方針,スタンダード,株式会社　富山銀行,非財務指標,0,0,"コア業務純益,当期純利益"
S100YFUZ,方針,スタンダード,株式会社　富山銀行,株価関連指標,0,0,"コア業務純益,当期純利益"
S100YLBY,報酬,スタンダード,株式会社　巴コーポレーション,会計数字,1,1,当期純利益
S100YLBY,報酬,スタンダード,株式会社　巴コーポレーション,財務比率,0,0,当期純利益
S100YLBY,報酬,スタンダード,株式会社　巴コーポレーション,非財務指標,0,0,当期純利益
S100YLBY,報酬,スタンダード,株式会社　巴コーポレーション,株価関連指標,0,0,当期純利益
S100YLBY,方針,スタンダード,株式会社　巴コーポレーション,会計数字,0,0,"PBR,ROE,利益率,営業利益率"
S100YLBY,方針,スタンダード,株式会社　巴コーポレーション,財務比率,1,1,"PBR,ROE,利益率,営業利益率"
S100YLBY,方針,スタンダード,株式会社　巴コーポレーション,非財務指標,0,0,"PBR,ROE,利益率,営業利益率"
S100YLBY,方針,スタンダード,株式会社　巴コーポレーション,株価関連指標,1,1,"PBR,ROE,利益率,営業利益率"
S100YI5M,報酬,スタンダード,株式会社　東　祥,会計数字,1,1,"ROE,売上高,経常利益"
S100YI5M,報酬,スタンダード,株式会社　東　祥,財務比率,1,1,"ROE,売上高,経常利益"
S100YI5M,報酬,スタンダード,株式会社　東　祥,非財務指標,0,0,"ROE,売上高,経常利益"
S100YI5M,報酬,スタンダード,株式会社　東　祥,株価関連指標,0,0,"ROE,売上高,経常利益"
S100YI5M,方針,スタンダード,株式会社　東　祥,会計数字,0,0,経常利益率
S100YI5M,方針,スタンダード,株式会社　東　祥,財務比率,1,1,経常利益率
S100YI5M,方針,スタンダード,株式会社　東　祥,非財務指標,1,0,経常利益率
S100YI5M,方針,スタンダード,株式会社　東　祥,株価関連指標,0,0,経常利益率
S100XB6O,報酬,スタンダード,株式会社エスケーエレクトロニクス,会計数字,1,1,当期純利益
S100XB6O,報酬,スタンダード,株式会社エスケーエレクトロニクス,財務比率,0,0,当期純利益
S100XB6O,報酬,スタンダード,株式会社エスケーエレクトロニクス,非財務指標,0,0,当期純利益
S100XB6O,報酬,スタンダード,株式会社エスケーエレクトロニクス,株価関連指標,0,0,当期純利益
S100XB6O,方針,スタンダード,株式会社エスケーエレクトロニクス,会計数字,0,0,"ROE,営業利益率"
S100XB6O,方針,スタンダード,株式会社エスケーエレクトロニクス,財務比率,1,1,"ROE,営業利益率"
S100XB6O,方針,スタンダード,株式会社エスケーエレクトロニクス,非財務指標,0,0,"ROE,営業利益率"
S100XB6O,方針,スタンダード,株式会社エスケーエレクトロニクス,株価関連指標,0,0,"ROE,営業利益率"
S100YKNO,報酬,スタンダード,株式会社エックスネット,会計数字,1,1,"ROE,営業利益,売上高,経常利益"
S100YKNO,報酬,スタンダード,株式会社エックスネット,財務比率,1,1,"ROE,営業利益,売上高,経常利益"
S100YKNO,報酬,スタンダード,株式会社エックスネット,非財務指標,0,0,"ROE,営業利益,売上高,経常利益"
S100YKNO,報酬,スタンダード,株式会社エックスネット,株価関連指標,0,0,"ROE,営業利益,売上高,経常利益"
S100YKNO,方針,スタンダード,株式会社エックスネット,会計数字,1,1,"ROE,営業利益,営業利益率,売上高,配当性向"
S100YKNO,方針,スタンダード,株式会社エックスネット,財務比率,1,1,"ROE,営業利益,営業利益率,売上高,配当性向"
S100YKNO,方針,スタンダード,株式会社エックスネット,非財務指標,0,0,"ROE,営業利益,営業利益率,売上高,配当性向"
S100YKNO,方針,スタンダード,株式会社エックスネット,株価関連指標,1,1,"ROE,営業利益,営業利益率,売上高,配当性向"
S100YK9E,報酬,スタンダード,株式会社エーアンドエーマテリアル,会計数字,1,1,営業利益
S100YK9E,報酬,スタンダード,株式会社エーアンドエーマテリアル,財務比率,0,0,営業利益
S100YK9E,報酬,スタンダード,株式会社エーアンドエーマテリアル,非財務指標,0,0,営業利益
S100YK9E,報酬,スタンダード,株式会社エーアンドエーマテリアル,株価関連指標,0,0,営業利益
S100YK9E,方針,スタンダード,株式会社エーアンドエーマテリアル,会計数字,0,0,"エンゲージメント,サステナビリティ"
S100YK9E,方針,スタンダード,株式会社エーアンドエーマテリアル,財務比率,0,0,"エンゲージメント,サステナビリティ"
S100YK9E,方針,スタンダード,株式会社エーアンドエーマテリアル,非財務指標,0,1,"エンゲージメント,サステナビリティ"
S100YK9E,方針,スタンダード,株式会社エーアンドエーマテリアル,株価関連指標,0,0,"エンゲージメント,サステナビリティ"
S100YJF6,報酬,スタンダード,株式会社オリジン,会計数字,1,1,"営業利益,売上高,経常利益"
S100YJF6,報酬,スタンダード,株式会社オリジン,財務比率,0,0,"営業利益,売上高,経常利益"
S100YJF6,報酬,スタンダード,株式会社オリジン,非財務指標,0,0,"営業利益,売上高,経常利益"
S100YJF6,報酬,スタンダード,株式会社オリジン,株価関連指標,0,0,"営業利益,売上高,経常利益"
S100YJF6,方針,スタンダード,株式会社オリジン,会計数字,1,1,"ROE,利益率,営業利益,当期純利益,経常利益"
S100YJF6,方針,スタンダード,株式会社オリジン,財務比率,1,1,"ROE,利益率,営業利益,当期純利益,経常利益"
S100YJF6,方針,スタンダード,株式会社オリジン,非財務指標,0,0,"ROE,利益率,営業利益,当期純利益,経常利益"
S100YJF6,方針,スタンダード,株式会社オリジン,株価関連指標,0,0,"ROE,利益率,営業利益,当期純利益,経常利益"
S100Y68C,報酬,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,会計数字,1,1,営業利益
S100Y68C,報酬,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,財務比率,0,0,営業利益
S100Y68C,報酬,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,非財務指標,0,0,営業利益
S100Y68C,報酬,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,株価関連指標,0,0,営業利益
S100Y68C,方針,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,会計数字,1,1,"サステナビリティ,営業利益,売上高"
S100Y68C,方針,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,財務比率,0,0,"サステナビリティ,営業利益,売上高"
S100Y68C,方針,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,非財務指標,0,1,"サステナビリティ,営業利益,売上高"
S100Y68C,方針,スタンダード,株式会社シー・ヴイ・エス・ベイエリア,株価関連指標,0,0,"サステナビリティ,営業利益,売上高"
S100XHU3,報酬,スタンダード,株式会社ジェネレーションパス,会計数字,1,1,営業利益
S100XHU3,報酬,スタンダード,株式会社ジェネレーションパス,財務比率,0,0,営業利益
S100XHU3,報酬,スタンダード,株式会社ジェネレーションパス,非財務指標,0,0,営業利益
S100XHU3,報酬,スタンダード,株式会社ジェネレーションパス,株価関連指標,0,0,営業利益
S100XHU3,方針,スタンダード,株式会社ジェネレーションパス,会計数字,1,1,"利益率,売上高,経常利益"
S100XHU3,方針,スタンダード,株式会社ジェネレーションパス,財務比率,0,1,"利益率,売上高,経常利益"
S100XHU3,方針,スタンダード,株式会社ジェネレーションパス,非財務指標,0,0,"利益率,売上高,経常利益"
S100XHU3,方針,スタンダード,株式会社ジェネレーションパス,株価関連指標,0,0,"利益率,売上高,経常利益"
S100YEE9,報酬,スタンダード,株式会社セレコーポレーション,会計数字,1,1,"営業利益,売上総利益率"
S100YEE9,報酬,スタンダード,株式会社セレコーポレーション,財務比率,1,1,"営業利益,売上総利益率"
S100YEE9,報酬,スタンダード,株式会社セレコーポレーション,非財務指標,0,0,"営業利益,売上総利益率"
S100YEE9,報酬,スタンダード,株式会社セレコーポレーション,株価関連指標,0,0,"営業利益,売上総利益率"
S100YEE9,方針,スタンダード,株式会社セレコーポレーション,会計数字,1,1,"PBR,ROE,SDGs,営業利益,営業利益率,売上総利益率,売上高,時価総額"
S100YEE9,方針,スタンダード,株式会社セレコーポレーション,財務比率,1,1,"PBR,ROE,SDGs,営業利益,営業利益率,売上総利益率,売上高,時価総額"
S100YEE9,方針,スタンダード,株式会社セレコーポレーション,非財務指標,1,1,"PBR,ROE,SDGs,営業利益,営業利益率,売上総利益率,売上高,時価総額"
S100YEE9,方針,スタンダード,株式会社セレコーポレーション,株価関連指標,1,1,"PBR,ROE,SDGs,営業利益,営業利益率,売上総利益率,売上高,時価総額"
S100YGNU,報酬,スタンダード,株式会社ダイショー,会計数字,1,1,"売上高,経常利益"
S100YGNU,報酬,スタンダード,株式会社ダイショー,財務比率,0,0,"売上高,経常利益"
S100YGNU,報酬,スタンダード,株式会社ダイショー,非財務指標,0,0,"売上高,経常利益"
S100YGNU,報酬,スタンダード,株式会社ダイショー,株価関連指標,0,0,"売上高,経常利益"
S100YGNU,方針,スタンダード,株式会社ダイショー,会計数字,1,1,"SDGs,売上高,当期純利益,経常利益"
S100YGNU,方針,スタンダード,株式会社ダイショー,財務比率,0,0,"SDGs,売上高,当期純利益,経常利益"
S100YGNU,方針,スタンダード,株式会社ダイショー,非財務指標,0,1,"SDGs,売上高,当期純利益,経常利益"
S100YGNU,方針,スタンダード,株式会社ダイショー,株価関連指標,0,0,"SDGs,売上高,当期純利益,経常利益"
S100YBU2,報酬,スタンダード,株式会社データ・アプリケーション,会計数字,1,1,"営業利益,売上高,定性評価"
S100YBU2,報酬,スタンダード,株式会社データ・アプリケーション,財務比率,0,0,"営業利益,売上高,定性評価"
S100YBU2,報酬,スタンダード,株式会社データ・アプリケーション,非財務指標,0,1,"営業利益,売上高,定性評価"
S100YBU2,報酬,スタンダード,株式会社データ・アプリケーション,株価関連指標,0,0,"営業利益,売上高,定性評価"
S100YBU2,方針,スタンダード,株式会社データ・アプリケーション,会計数字,1,1,"DOE,EBITDA,ROE,売上高"
S100YBU2,方針,スタンダード,株式会社データ・アプリケーション,財務比率,1,1,"DOE,EBITDA,ROE,売上高"
S100YBU2,方針,スタンダード,株式会社データ・アプリケーション,非財務指標,0,0,"DOE,EBITDA,ROE,売上高"
S100YBU2,方針,スタンダード,株式会社データ・アプリケーション,株価関連指標,1,1,"DOE,EBITDA,ROE,売上高"
S100XU05,報酬,スタンダード,株式会社トライアイズ,会計数字,1,1,"営業利益,当期純利益,経常利益"
S100XU05,報酬,スタンダード,株式会社トライアイズ,財務比率,0,0,"営業利益,当期純利益,経常利益"
S100XU05,報酬,スタンダード,株式会社トライアイズ,非財務指標,0,0,"営業利益,当期純利益,経常利益"
S100XU05,報酬,スタンダード,株式会社トライアイズ,株価関連指標,0,0,"営業利益,当期純利益,経常利益"
S100XU05,方針,スタンダード,株式会社トライアイズ,会計数字,1,1,"ROE,営業利益,営業利益率"
S100XU05,方針,スタンダード,株式会社トライアイズ,財務比率,1,1,"ROE,営業利益,営業利益率"
S100XU05,方針,スタンダード,株式会社トライアイズ,非財務指標,0,0,"ROE,営業利益,営業利益率"
S100XU05,方針,スタンダード,株式会社トライアイズ,株価関連指標,0,0,"ROE,営業利益,営業利益率"
S100X5JM,報酬,スタンダード,株式会社トーセ,会計数字,1,1,当期純利益
S100X5JM,報酬,スタンダード,株式会社トーセ,財務比率,0,0,当期純利益
S100X5JM,報酬,スタンダード,株式会社トーセ,非財務指標,0,0,当期純利益
S100X5JM,報酬,スタンダード,株式会社トーセ,株価関連指標,0,0,当期純利益
S100X5JM,方針,スタンダード,株式会社トーセ,会計数字,1,1,"ROE,エンゲージメント,当期純利益,経常利益"
S100X5JM,方針,スタンダード,株式会社トーセ,財務比率,1,1,"ROE,エンゲージメント,当期純利益,経常利益"
S100X5JM,方針,スタンダード,株式会社トーセ,非財務指標,0,1,"ROE,エンゲージメント,当期純利益,経常利益"
S100X5JM,方針,スタンダード,株式会社トーセ,株価関連指標,0,0,"ROE,エンゲージメント,当期純利益,経常利益"
S100Y4LV,報酬,スタンダード,株式会社トーヨーアサノ,会計数字,1,1,"営業利益,売上高,当期純利益"
S100Y4LV,報酬,スタンダード,株式会社トーヨーアサノ,財務比率,0,0,"営業利益,売上高,当期純利益"
S100Y4LV,報酬,スタンダード,株式会社トーヨーアサノ,非財務指標,0,0,"営業利益,売上高,当期純利益"
S100Y4LV,報酬,スタンダード,株式会社トーヨーアサノ,株価関連指標,0,0,"営業利益,売上高,当期純利益"
S100Y4LV,方針,スタンダード,株式会社トーヨーアサノ,会計数字,1,1,"ROE,利益率,売上高,自己資本比率,配当性向"
S100Y4LV,方針,スタンダード,株式会社トーヨーアサノ,財務比率,1,1,"ROE,利益率,売上高,自己資本比率,配当性向"
S100Y4LV,方針,スタンダード,株式会社トーヨーアサノ,非財務指標,0,0,"ROE,利益率,売上高,自己資本比率,配当性向"
S100Y4LV,方針,スタンダード,株式会社トーヨーアサノ,株価関連指標,1,1,"ROE,利益率,売上高,自己資本比率,配当性向"
S100YF2C,報酬,スタンダード,株式会社ナカボーテック,会計数字,1,1,経常利益
S100YF2C,報酬,スタンダード,株式会社ナカボーテック,財務比率,0,0,経常利益
S100YF2C,報酬,スタンダード,株式会社ナカボーテック,非財務指標,0,0,経常利益
S100YF2C,報酬,スタンダード,株式会社ナカボーテック,株価関連指標,0,0,経常利益
S100YF2C,方針,スタンダード,株式会社ナカボーテック,会計数字,1,1,"ESG,ESG外部評価,エンゲージメント,サステナビリティ,売上高,経常利益"
S100YF2C,方針,スタンダード,株式会社ナカボーテック,財務比率,0,0,"ESG,ESG外部評価,エンゲージメント,サステナビリティ,売上高,経常利益"
S100YF2C,方針,スタンダード,株式会社ナカボーテック,非財務指標,1,1,"ESG,ESG外部評価,エンゲージメント,サステナビリティ,売上高,経常利益"
S100YF2C,方針,スタンダード,株式会社ナカボーテック,株価関連指標,0,0,"ESG,ESG外部評価,エンゲージメント,サステナビリティ,売上高,経常利益"
S100WQEO,報酬,スタンダード,株式会社ナガオカ,会計数字,1,1,当期純利益
S100WQEO,報酬,スタンダード,株式会社ナガオカ,財務比率,0,0,当期純利益
S100WQEO,報酬,スタンダード,株式会社ナガオカ,非財務指標,0,0,当期純利益
S100WQEO,報酬,スタンダード,株式会社ナガオカ,株価関連指標,0,0,当期純利益
S100WQEO,方針,スタンダード,株式会社ナガオカ,会計数字,1,1,"売上高,当期純利益"
S100WQEO,方針,スタンダード,株式会社ナガオカ,財務比率,0,0,"売上高,当期純利益"
S100WQEO,方針,スタンダード,株式会社ナガオカ,非財務指標,0,0,"売上高,当期純利益"
S100WQEO,方針,スタンダード,株式会社ナガオカ,株価関連指標,0,0,"売上高,当期純利益"
S100YIRK,報酬,スタンダード,株式会社ヒラノテクシード,会計数字,1,1,営業利益
S100YIRK,報酬,スタンダード,株式会社ヒラノテクシード,財務比率,0,0,営業利益
S100YIRK,報酬,スタンダード,株式会社ヒラノテクシード,非財務指標,0,0,営業利益
S100YIRK,報酬,スタンダード,株式会社ヒラノテクシード,株価関連指標,0,0,営業利益
S100YIRK,方針,スタンダード,株式会社ヒラノテクシード,会計数字,1,1,"キャッシュフロー,経常利益率"
S100YIRK,方針,スタンダード,株式会社ヒラノテクシード,財務比率,1,1,"キャッシュフロー,経常利益率"
S100YIRK,方針,スタンダード,株式会社ヒラノテクシード,非財務指標,0,0,"キャッシュフロー,経常利益率"
S100YIRK,方針,スタンダード,株式会社ヒラノテクシード,株価関連指標,0,0,"キャッシュフロー,経常利益率"
S100XGUB,報酬,スタンダード,株式会社フォーシーズＨＤ,会計数字,1,1,当期純利益
S100XGUB,報酬,スタンダード,株式会社フォーシーズＨＤ,財務比率,0,0,当期純利益
S100XGUB,報酬,スタンダード,株式会社フォーシーズＨＤ,非財務指標,0,0,当期純利益
S100XGUB,報酬,スタンダード,株式会社フォーシーズＨＤ,株価関連指標,0,0,当期純利益
S100XGUB,方針,スタンダード,株式会社フォーシーズＨＤ,会計数字,0,0,
S100XGUB,方針,スタンダード,株式会社フォーシーズＨＤ,財務比率,0,0,
S100XGUB,方針,スタンダード,株式会社フォーシーズＨＤ,非財務指標,0,0,
S100XGUB,方針,スタンダード,株式会社フォーシーズＨＤ,株価関連指標,0,0,
S100WX02,報酬,スタンダード,株式会社ブラス,会計数字,0,0,
S100WX02,報酬,スタンダード,株式会社ブラス,財務比率,0,0,
S100WX02,報酬,スタンダード,株式会社ブラス,非財務指標,0,0,
S100WX02,報酬,スタンダード,株式会社ブラス,株価関連指標,0,0,
S100WX02,方針,スタンダード,株式会社ブラス,会計数字,1,1,"キャッシュフロー,売上高,経常利益,経常利益率"
S100WX02,方針,スタンダード,株式会社ブラス,財務比率,1,1,"キャッシュフロー,売上高,経常利益,経常利益率"
S100WX02,方針,スタンダード,株式会社ブラス,非財務指標,0,0,"キャッシュフロー,売上高,経常利益,経常利益率"
S100WX02,方針,スタンダード,株式会社ブラス,株価関連指標,0,0,"キャッシュフロー,売上高,経常利益,経常利益率"
S100YN5U,報酬,スタンダード,株式会社ポプラ,会計数字,1,1,"営業利益,当期純利益"
S100YN5U,報酬,スタンダード,株式会社ポプラ,財務比率,0,0,"営業利益,当期純利益"
S100YN5U,報酬,スタンダード,株式会社ポプラ,非財務指標,0,0,"営業利益,当期純利益"
S100YN5U,報酬,スタンダード,株式会社ポプラ,株価関連指標,0,0,"営業利益,当期純利益"
S100YN5U,方針,スタンダード,株式会社ポプラ,会計数字,1,1,"ROIC,営業利益,売上高"
S100YN5U,方針,スタンダード,株式会社ポプラ,財務比率,1,1,"ROIC,営業利益,売上高"
S100YN5U,方針,スタンダード,株式会社ポプラ,非財務指標,0,0,"ROIC,営業利益,売上高"
S100YN5U,方針,スタンダード,株式会社ポプラ,株価関連指標,0,0,"ROIC,営業利益,売上高"
